     
     
Abated Mass of Flesh [13] 
The Acacia Strain[14]   
After the Burial[15]   
The Agonist[16]    
The Agony Scene[17]   
All Shall Perish[18]   
Animosity[19]     
Antagony[20]     
Arsonists Get All the Girls[21] 
As Blood Runs Black[22]  
Attila[23]     
The Autumn Offering[24]   
     
     
     
Betraying the Martyrs[25]   
Beneath the Massacre[26]   
Bleed from Within[27]   
Born of Osiris[28]   
Bring Me the Horizon[29][30]  
     
     
     
Carnifex[19]     
Chelsea Grin[31]    
The Concubine[32]    
The Contortionist [33]   
The Crimson Armada[34]   
Cryptopsy[35]     
     
     
     
Dance Club Massacre[36]   
Despised Icon[19]    
A Different Breed of Killer[37] 
     
     
     
     
Elysia[38]     
Emmure[19]     
Eternal Lord[19][39]    
     
     
     
The Faceless[40]    
Fit for an Autopsy[41]  
Frontside[42]     
     
     
     
Glass Casket[43]    
God Forbid[44]    
     
     
     
Heaven Shall Burn[2]   
     
     
     
I Declare War[45]   
Impending Doom[46]    
In the Midst of Lions[47] 
     
     
     
Job for a Cowboy[19]  
     
     
     
Knights of the Abyss[48]  
     
     
     
Lorna Shore[49]    
     
     
     
Make Them Suffer[19]   
Malefice[50]     
Maroon[51]     
Mendeed[52]     
Molotov Solution[53]    
Mortal Treason[54]    
     
     
     
Nights Like These[55]   
     
     
     
Oceano[56]     
     
     
     
The Red Chord[19]   
The Red Death[57]   
The Red Shore[58]   
Rings of Saturn[59]   
     
     
     
Salt the Wound[60]   
See You Next Tuesday[61]  
Suicide Silence[19]    
Slaughter to Prevail[62]   
     
     
     
Through the Eyes of the Dead[63]
Thy Art Is Murder[64]  
     
     
     
Upon a Burning Body[65][66]  
     
     
     
Veil of Maya[67]   
     
     
     
Whitechapel[19]     
Winds of Plague[68]   
With Blood Comes Cleansing[69]  
